Type,Text,URL
p,"A de novo design and synthesis ofN-heteroaryl-fusedvinylsultams as templates for programming chemical reactions onvinylsultam periphery or (hetero)aryl ring is described. The key features include rational designing and sustainable synthesis of the template, customized reactions ofvinylsultams at C═C bond or involvingN-S bond cleavage, and reactions on the periphery of the heteroaryl ring for late-stage diversification. The simple, easy access to the template coupled with opportunities for the synthesis of diversely functionalized heterocyles from a single template constitutes a rare study in contemporary organic synthesis.",
p,Antithrombogenic and antibiotic composition and methods of preparation thereof,
a,Antithrombogenic and antibiotic composition and methods of preparation thereof,https://www.osti.gov/biblio/7016782
p,DOEpatents,
a,DOEpatents,http://www.osti.gov/doepatents
p,"Hermes, R.E.",
p,1990-04-17,
p,"Antithrombogenic and antibiotic composition of matter and method of preparation are disclosed. A random copolymer of a component of garlic and a biocompatible polymer has been prepared and found to exhibit antithrombogenic and antibiotic properties. Polymerization occurs selectively at thevinylmoiety in 2-vinyl-4H-1,3-dithiin when copolymerized withN-vinylpyrrolidone. 4 figs.",
p,Antithrombogenic and antibiotic compositions and methods of preparation thereof,
a,Antithrombogenic and antibiotic compositions and methods of preparation thereof,https://www.osti.gov/biblio/6151381
p,DOEpatents,
a,DOEpatents,http://www.osti.gov/doepatents
p,"Hermes, R.E.",
p,1988-04-19,
p,"Antithrombogenic and antibiotic composition of matter and method of preparation thereof. A random copolymer of a component of garlic and a biocompatible polymer has been prepared and found to exhibit antithrombogenic and antibiotic properties. Polymerization occurs selectively at thevinylmoiety in 2-vinyl-4H-1,3-dithiin when copolymerized withN-vinylpyrrolidone. 4 figs., 2 tabs.",
p,[Monograph forN-Methyl-pyrrolidone(NMP) and human biomonitoring values for the metabolites 5-Hydroxy-NMP and 2-Hydroxy-N-methylsuccinimide].,
a,[Monograph forN-Methyl-pyrrolidone(NMP) and human biomonitoring values for the metabolites 5-Hydroxy-NMP and 2-Hydroxy-N-methylsuccinimide].,https://www.ncbi.nlm.nih.gov/pubmed/26324095
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,,
p,2015-10-01,
p,"1-Methyl-pyrrolidone(NMP) is used as a solvent in many technical applications. The general population may be exposed to NMP from the use as ingredient in paint and graffiti remover, indoors also from use in paints and carpeting. Because of developmental toxic effects, the use of NMP in consumer products in the EU is regulated. The developmental effects accompanied by weak maternally toxic effects in animal experiments are considered as the critical effects by the German HBM Commission. Based on these effects, HBM-I values of 10 mg/l urine for children and of 15 mg/l for adults, respectively, were derived for the metabolites 5-Hydroxy-NMP and 2-Hydroxy-N-methylsuccinimide. HBM-II-values were set to 30 mg/l urine for children and 50 mg/l for adults, respectively. Because of similar effects of the structural analogue 1-ethyl-2-pyrrolidone(NEP), the possible mixed exposure to both compounds has to be taken into account when evaluating the total burden.",
p,Disk diffusion quality control guidelines forNVP-PDF 713: a novel peptide deformylase inhibitor.,
a,Disk diffusion quality control guidelines forNVP-PDF 713: a novel peptide deformylase inhibitor.,https://www.ncbi.nlm.nih.gov/pubmed/14761722
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Anderegg, Tamara R; Jones, Ronald N",
p,2004-01-01,
p,"NVP-PDF713 is a peptide deformylase inhibitor that has emerged as a candidate for treating Gram-positive infections and selected Gram-negative species that commonly cause community-acquired respiratory tract infections. This report summarizes the results of a multi-center (seven participants) disk diffusion quality control (QC) investigation forNVPPDF-713 using guidelines of the National Committee for Clinical Laboratory Standards and the standardized disk diffusion method. A total of 420NVP-PDF 713 zone diameter values were generated for each QC organism. The proposed zone diameter ranges contained 97.6-99.8% of the reported participant results and were: Staphylococcus aureus ATCC 25923 (25-35 mm), Streptococcus pneumoniae ATCC 49619 (30-37 mm), and Haemophilus influenzae ATCC 49247 (24-32 mm). These QC criteria for the disk diffusion method should be applied during theNVP-PDF 713 clinical trials to maximize test accuracy.",
p,Biomonitoring of exposure toN-methyl-2-pyrrolidonein workers of the automobile industry.,
a,Biomonitoring of exposure toN-methyl-2-pyrrolidonein workers of the automobile industry.,https://www.ncbi.nlm.nih.gov/pubmed/23337464
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Meier, Swetlana; Schindler, Birgit K; Koslitz, Stephan; Koch, Holger M; Weiss, Tobias; Käfferlein, Heiko U; Brüning, Thomas",
p,2013-07-01,
p,"N-methyl-2-pyrrolidone(NMP) is an important organic solvent for varnishes in industry. NMP has been previously shown to be a developmental toxicant in rodents. This study reports current exposures to NMP in the spraying department of an automobile plant using biological monitoring. Two specific metabolites, 5-hydroxy-N-methyl-2-pyrrolidone(5-HNMP) and 2-hydroxy-N-methyl-succinimide (2-HMSI), were analyzed in 69 urine samples of 14 workers exposed to NMP and 9 nonexposed controls. Three different working tasks ('loading' and 'cleaning' of the sprayer system and 'wiping/packing' of the sprayed materials) and three sampling times (preshift, postshift, and preshift of the following day) were studied in exposed workers. Median exposures of 5-HNMP and 2-HMSI in postshift urine of exposed workers were 0.91 and 0.52mg g(-1) creatinine, respectively, whereas median levels in controls were below the limit of detection. Decreased levels of 5-HNMP were observed in preshift urine samples on the following day (0.39mg g(-1) creatinine) in exposed workers, while the concentration of 2-HMSI did not change (0.49mg g(-1) creatinine). Highest exposures occurred during sprayer cleaning with a maximum level of 8.31mg g(-1) creatinine of 5-HNMP in postshift urine. In contrast to 'wipers/packers', no decrease in 5-HNMP could be observed in preshift urine samples on day 2 of the 'loaders' and 'cleaners'. Overall, exposure in terms of 5-HNMP postshift and 2-HMSI preshift of the following day were well below the current biological limit values of the European Union (70 and 20mg g(-1) creatinine). Our results provide initial data on NMP exposure in the automobile industry and suggest that the analysis of 5-HNMP in preshift samples also provides essential information, particularly in situations involving direct handling of liquid NMP-containing formulations.",
p,SPE-GC/FTD determination ofN-methyl-2-pyrrolidoneand its metabolites in urine.,
a,SPE-GC/FTD determination ofN-methyl-2-pyrrolidoneand its metabolites in urine.,https://www.ncbi.nlm.nih.gov/pubmed/17485256
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Kubota, Ryuichi; Endo, Yoko; Takeuchi, Akito; Inoue, Yoshinori; Ogata, Hiroko; Ogawa, Masanori; Nakagawa, Tomoo; Onda, Nobuhiko; Endo, Ginji",
p,2007-07-01,
p,"An analytical method using a combination of solid-phase extraction (SPE) and gas chromatography with a flame thermionic detector (GC/FTD) was developed for determination ofN-methyl-2-pyrrolidone(NMP),N-methylsuccinimide (MSI), and 2-hydroxy-N-methylsuccinimide (2-HMSI) in human urine. The SPE cartridge of poly(divinylbenzene/hydroxymethacrylate) used was directly loaded with urine sample, followed by elution with methyl isobutyl ketone (MIBK) and subsequent centrifugation, and the supernatant was injected into the capillary GC using a DB1701. This method allowed efficient separation of NMP, MSI, and 2-HMSI, which were nearly free of interference by other GC peaks arising from urine. Recoveries of NMP, MSI, and 2-HMSI from the SPE cartridge were about 98, 101, and 67%, respectively, with limits of detection of 0.04, 0.02, and 0.06 mg/L, respectively, which met the regulatory requirements. The present method was used for assay in biological monitoring of workers exposed to NMP in their occupational environment.",
p,The novel HSP90 inhibitorNVP-AUY922 shows synergistic anti-leukemic activity with cytarabine in vivo.,
a,The novel HSP90 inhibitorNVP-AUY922 shows synergistic anti-leukemic activity with cytarabine in vivo.,https://www.ncbi.nlm.nih.gov/pubmed/26748184
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
p,"Wendel, Torunn; Zhen, Yan; Suo, Zenhe; Bruheim, Skjalg; Wiedlocha, Antoni",
p,2016-01-15,
p,"HSP90 is a molecular chaperone essential for stability, activity and intracellular sorting of many proteins, including oncoproteins, such as tyrosine kinases, transcription factors and cell cycle regulatory proteins. Therefore, inhibitors of HSP90 are being investigated for their potential as anti-cancer drugs. Here we show that the HSP90 inhibitorNVP-AUY922 induced degradation of the fusion oncoprotein FOP2-FGFR1 in a human acute myeloid leukemia (AML) cell line, KG-1a. Concordantly, downstream signaling cascades, such as STAT1, STAT3 and PLCγ were abrogated. At concentrations that caused FOP2-FGFR1 degradation and signaling abrogation,NVP-AUY922 treatment caused significant cell death and inhibition of proliferation of KG-1a cells in vitro. In an animal model for AML,NVP-AUY922 administrated alone showed no anti-leukemic activity. However, whenNVP-AUY922 was administered in combination with cytarabine, the two compounds showed significant synergistic anti-leukemic activity in vivo. ThusNVP-AUY922 and cytarabine combination therapy might be a prospective strategy for AML treatment. Copyright © 2016 Elsevier Inc. All rights reserved.",
p,Direct determination ofN-methyl-2-pyrrolidonemetabolites in urine by HPLC-electrospray ionization-MS/MS using deuterium-labeled compounds as internal standard.,
a,Direct determination ofN-methyl-2-pyrrolidonemetabolites in urine by HPLC-electrospray ionization-MS/MS using deuterium-labeled compounds as internal standard.,https://www.ncbi.nlm.nih.gov/pubmed/19744900
p,PubMed,
a,PubMed,https://www.ncbi.nlm.nih.gov/entrez/query.fcgi?DB=pubmed
